,epoch,lr,betas,betas,eps,weight_decay,amsgrad,maximize,foreach,capturable,differentiable,fused,decoupled_weight_decay,initial_lr,|params|,|grad|,time,obj,loss,acc,loss,acc,loss,acc
93,92.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,95.32379,0.06224362,8.548458,0.0354794,0.0354794,0.0,27.694002,0.0,27.802513,0.0
94,93.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,95.57026,0.061651275,8.586947,0.035387002,0.035387002,0.0,27.633175,0.0,27.740213,0.0
95,94.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,95.81827,0.06356859,8.560133,0.035302814,0.035302814,0.0,27.583017,0.0,27.688248,0.0
96,95.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,96.075905,0.063839495,8.598063,0.03519066,0.03519066,0.0,27.480852,0.0,27.583815,0.0
97,96.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,96.34101,0.06671098,8.493859,0.03506771,0.03506771,0.0,27.362825,0.0,27.464027,0.0
98,97.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,96.59977,0.06936641,8.552505,0.034956653,0.034956653,0.0,27.280668,0.0,27.380497,0.0
99,98.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,96.85685,0.07048284,8.474903,0.03485739,0.03485739,0.0,27.20094,0.0,27.299334,0.0
100,99.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,97.1134,0.072949655,8.520433,0.034758344,0.034758344,0.0,27.094872,0.0,27.19174,0.0
101,100.0,0.0009,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,97.369225,0.074893974,8.534297,0.034568917,0.034568917,0.0,27.000366,0.0,27.094742,0.0
102,101.0,0.0009,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,97.617775,0.07415433,9.098926,0.03449417,0.03449417,0.0,26.940722,0.0,27.033663,0.0
103,102.0,0.0009,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,97.86516,0.078569844,9.244393,0.03439995,0.03439995,0.0,26.858355,0.0,26.949308,0.0
104,103.0,0.0009,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,98.11145,0.07341295,9.408001,0.034310568,0.034310568,0.0,26.776787,0.0,26.866,0.0
105,104.0,0.0009,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,98.35981,0.07545889,9.179529,0.034210052,0.034210052,0.0,26.703133,0.0,26.790579,0.0
106,105.0,0.0009,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,98.61043,0.075330354,8.653051,0.034106582,0.034106582,0.0,26.623821,0.0,26.70998,0.0
107,106.0,0.0009,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,98.865166,0.0750847,8.487,0.03399302,0.03399302,0.0,26.531616,0.0,26.616673,0.0
108,107.0,0.0009,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,99.12828,0.075840004,8.54064,0.03385687,0.03385687,0.0,26.416546,0.0,26.501371,0.0
109,108.0,0.0009,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,99.39119,0.07845771,8.651678,0.033709284,0.033709284,0.0,26.302496,0.0,26.38703,0.0
110,109.0,0.0009,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,99.6492,0.080325514,8.51789,0.033581913,0.033581913,0.0,26.200218,0.0,26.28451,0.0
111,110.0,0.0009,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,99.90723,0.08214611,8.546681,0.033459608,0.033459608,0.0,26.1059,0.0,26.190058,0.0
